,구분,시설명,위치,위도,경도
3158,복지센터,진각홈케어 성북센터,"37.6044416998136, 127.043235532637",37.6044416998136,127.043235532637
3159,복지센터,강북실버요양원2호점,"37.6643162151208, 127.042312187739",37.6643162151208,127.042312187739
3160,복지센터,강북실버요양원,"37.6643162151208, 127.042312187739",37.6643162151208,127.042312187739
3161,복지센터,솔요양원,"37.5326384897099, 126.844466327817",37.5326384897099,126.844466327817
3162,복지센터,푸른요양원2호점,"37.6348859817979, 127.020604050898",37.6348859817979,127.020604050898
3163,복지센터,푸른솔요양원,"37.5326384897099, 126.844466327817",37.5326384897099,126.844466327817
3164,복지센터,100세데이케어센터(한국복지협동조합),"37.478365037104, 126.914385552284",37.478365037104,126.914385552284
3165,복지센터,굿 데이케어센터,"37.5720593527379, 126.934714018847",37.5720593527379,126.934714018847
3166,복지센터,큰사랑노인요양원,"37.6692305048563, 127.045274099296",37.6692305048563,127.045274099296
3167,복지센터,밝은내어르신복지센터,"37.5242450448382, 126.832928150264",37.5242450448382,126.832928150264
3168,복지센터,도봉하루요양원3호점,"37.6585407619914, 127.039129219623",37.6585407619914,127.039129219623
3169,복지센터,강북요양원,"37.6643162151208, 127.042312187739",37.6643162151208,127.042312187739
3170,복지센터,효심요양원2호,"37.5931206498144, 127.071741182082",37.5931206498144,127.071741182082
3171,복지센터,효심요양원1호,"37.5931206498144, 127.071741182082",37.5931206498144,127.071741182082
3172,복지센터,명성노인복지센터,"37.6052296283947, 127.011986699343",37.6052296283947,127.011986699343
3173,복지센터,남가좌데이케어센터,"37.5846108853475, 126.922858586697",37.5846108853475,126.922858586697
3174,복지센터,고운케어재가복지센터,"37.4987076494436, 126.928363487917",37.4987076494436,126.928363487917
3175,복지센터,엔젤리아데이케어센터,"37.5592796685251, 126.84571196058",37.5592796685251,126.84571196058
3176,복지센터,구립용마데이케어센터,"37.5873998509971, 127.101819938244",37.5873998509971,127.101819938244
3177,복지센터,(주)성동돌봄센터,"37.5613776986706, 127.034582633625",37.5613776986706,127.034582633625
3178,복지센터,역삼사랑데이케어센터,"37.4956623778101, 127.040910178151",37.4956623778101,127.040910178151
3179,복지센터,행복가득요양원,"37.5786125949817, 126.908924974754",37.5786125949817,126.908924974754
3180,복지센터,'강북햇살데이케어센터',"37.64254344188, 127.016678775368",37.64254344188,127.016678775368
3181,복지센터,구립대조노인복지관,"37.6056893971408, 126.911315169743",37.6056893971408,126.911315169743
3182,복지센터,러빙케어,"37.6581574674605, 127.061721168928",37.6581574674605,127.061721168928
3183,복지센터,사랑재활요양원3호점,"37.6431930243689, 127.039498704525",37.6431930243689,127.039498704525
3184,복지센터,구립동안사랑데이케어센터,"37.5741540180529, 127.045190441889",37.5741540180529,127.045190441889
3185,복지센터,금천호암노인복지센터,"37.4684844844162, 126.904524177584",37.4684844844162,126.904524177584
3186,복지센터,구립중림어르신데이케어센터,"37.559430257461, 126.966259528781",37.559430257461,126.966259528781
3187,복지센터,목동굿모닝데이케어센터 목동굿모닝방문요양센터,"37.5473878325848, 126.870674121441",37.5473878325848,126.870674121441
3188,복지센터,길재활요양원,"37.6393082672602, 127.012362664784",37.6393082672602,127.012362664784
3189,복지센터,청춘아카데미,"37.4739740123407, 126.932538084784",37.4739740123407,126.932538084784
3190,복지센터,정진요양원,"37.6127018356867, 127.013370917256",37.6127018356867,127.013370917256
3191,복지센터,정원실버요양원 2호점,"37.5427974887767, 127.144501765029",37.5427974887767,127.144501765029
3192,복지센터,정원실버요양원,"37.5427974887767, 127.144501765029",37.5427974887767,127.144501765029
3193,복지센터,올리사랑 요양원,"37.5199253335917, 126.843898276617",37.5199253335917,126.843898276617
3194,복지센터,구립신내경로복지관,"37.601254103731, 127.099946757985",37.601254103731,127.099946757985
3195,복지센터,늘봄노인주야간보호센터,"37.4980805219712, 127.146149512256",37.4980805219712,127.146149512256
3196,복지센터,구립대림1동데이케어센터,"37.4954572331627, 126.90584198104",37.4954572331627,126.90584198104
3197,복지센터,구립신길5동데이케어센터,"37.5017592552675, 126.90542286445",37.5017592552675,126.90542286445
3198,복지센터,응암데이케어,"37.5972503877036, 126.924150025693",37.5972503877036,126.924150025693
3199,복지센터,우리실버홈케어복지센터,"37.5363319528883, 126.82970169277",37.5363319528883,126.82970169277
3200,복지센터,(A+)한성노인복지센터,"37.5992703826018, 127.077554696692",37.5992703826018,127.077554696692
3201,복지센터,숲데이케어센터,"37.4924834207039, 126.956012999631",37.4924834207039,126.956012999631
3202,복지센터,아름다운은빛재가노인복지센터,"37.5727585403151, 126.817935470228",37.5727585403151,126.817935470228
3203,복지센터,한결재가돌봄센터,"37.6764853409273, 127.04719412627",37.6764853409273,127.04719412627
3204,복지센터,마포봄데이케어센터,"37.5450001607276, 126.939803234187",37.5450001607276,126.939803234187
3205,복지센터,'A+'서울노인복지센터,"37.6141744003285, 127.097663011906",37.6141744003285,127.097663011906
3206,복지센터,서울팔팔요양원,"37.5821360952478, 127.03889333663",37.5821360952478,127.03889333663
3207,복지센터,서울백세요양원,"37.5821360952478, 127.03889333663",37.5821360952478,127.03889333663
3208,복지센터,월계노인복지관,"37.6242647622428, 127.050792092263",37.6242647622428,127.050792092263
