도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,행정동
보광로12길,주거지 도로,37.5266153,127.0007941,37.5267068,127.0010851,37.52666105,127.0009396,27.605332708393085,,,,373776969,,,,,보광동
보광로12길,주거지 도로,37.5266153,127.0007941,37.5265,127.00062,37.52655765,127.00070705,20.002270968263385,,,,373776969,,,,,보광동
보광로14길,주거지 도로,37.5266153,127.0007941,37.5271845,127.0004678,37.5268999,127.00063095,69.87754094464671,,,,373776966,,,,,보광동
보광로7길,주거지 도로,37.5259639,126.9974225,37.525748,126.9981305,37.52585595,126.9977765,66.89238022793107,,,,25524218,,,,,보광동
장문로,3차로,37.5259639,126.9974225,37.5259662,126.9971653,37.52596505,126.9972939,22.68295972297613,,,,97836950,,,,,보광동
장문로,3차로,37.5259639,126.9974225,37.5259819,126.9975218,37.5259729,126.99747215,8.982724143921283,,,,97836950,,,,,보광동
장문로41길,주거지 도로,37.5276961,127.0023753,37.5274027,127.0023771,37.5275494,127.0023762,32.62502370967913,,,,117824872,,,,,보광동
장문로41길,주거지 도로,37.5276961,127.0023753,37.5280247,127.0022245,37.5278604,127.0022999,38.883388595566146,,,,117824872,,,,,보광동
장문로41길,주거지 도로,37.5276961,127.0023753,37.5276792,127.0027525,37.52768765,127.0025639,33.31614676145868,,,,464595864,,,,,보광동
보문로26길,주거지 도로,37.5880546,127.0235409,37.5879704,127.0232909,37.588012500000005,127.0234159,23.935361470232703,,,,183521082,,,,,안암동1가
고려대로17가길,주거지 도로,37.5880546,127.0235409,37.5882546,127.0234994,37.5881546,127.02352015,22.670334302973043,,,,183521165,,,,,안암동2가
고려대로17가길,주거지 도로,37.5880546,127.0235409,37.587201,127.0246462,37.5876278,127.02409355,138.30133793188014,,,,183521166,,,True,,안암동2가
고려대로17가길,주거지 도로,37.5866237,127.0251995,37.5865641,127.0253029,37.5865939,127.0252512,11.266380756082112,,,,183521166,,,True,,안암동2가
고려대로7가길,주거지 도로,37.5866237,127.0251995,37.586698,127.024505,37.58666085,127.02485225,63.50127419189892,,,,379603826,,,,,안암동2가
