도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부,행정동
신정이펜2로,주거지 도로,37.5128991,126.8319396,37.5122285,126.8322729,37.512563799999995,126.83210625,80.15316449209195,,,,517213065,,,,,
신정이펜2로,주거지 도로,37.5128991,126.8319396,37.5145678,126.8311568,37.51373345,126.8315482,198.0807100760537,,,,250002678,,,,,
신정로7길,주거지 도로,37.5136981,126.8345302,37.51328,126.8331745,37.51348905,126.83385235,128.29404977475195,,,,250002679,,,,,
신정로7길,3차로,37.5136981,126.8345302,37.5151918,126.8333148,37.51444495,126.8339225,197.72588528789248,,,,517213066,,,,,
신정로7길,3차로,37.5136981,126.8345302,37.5119249,126.8357114,37.5128115,126.8351208,223.07675268469112,,,,517213067,,,,,
신월로,3차로,37.5162967,126.8369447,37.516,126.83596,37.516148349999995,126.83645235,92.90373055464204,,,,219137986,,6,,,
신월로,주거지 도로,37.5162967,126.8369447,37.5157844,126.837203,37.51604055,126.83707385,61.35175530563029,,,,250002685,,,,,
신월로7길,주거지 도로,37.5162967,126.8369447,37.5168119,126.8367119,37.5165543,126.8368283,60.85605361741852,,,,377211795,,,,,
신월로,3차로,37.5162967,126.8369447,37.51671,126.83826,37.51650335,126.83760235,124.77767446861118,,,,219137986,,6,,,
신월로,주거지 도로,37.5154282,126.8373844,37.5157844,126.837203,37.5156063,126.8372937,42.71702186938422,,,,250002685,,,,,
남부순환로82길,주거지 도로,37.5154282,126.8373844,37.5155502,126.837777,37.515489200000005,126.8375807,37.18933400895524,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.5154282,126.8373844,37.515589,126.8366071,37.5155086,126.83699575,83.36482432674251,,,,250002687,,,,,
남부순환로80길,주거지 도로,37.5165179,126.839591,37.5164625,126.8394099,37.5164902,126.83950045,17.119319307574386,,,,250002686,,,,,
남부순환로,,37.5165179,126.839591,37.5161128,126.8396961,37.51631535,126.83964355,45.98900628038047,,,,624211593,,2,True,,
남부순환로80길,주거지 도로,37.516183,126.838497,37.5157844,126.837203,37.5159837,126.83785,122.43263905612852,,,,250002686,,,,,
남부순환로80길,주거지 도로,37.516183,126.838497,37.5164625,126.8394099,37.51632275,126.83895345,86.30574202134517,,,,250002686,,,,,
남부순환로80길,주거지 도로,37.5157844,126.837203,37.5154282,126.8373844,37.5156063,126.8372937,42.71702186938422,,,,250002685,,,,,
남부순환로80길,주거지 도로,37.5157844,126.837203,37.5162967,126.8369447,37.51604055,126.83707385,61.35175530563029,,,,250002685,,,,,
남부순환로80길,주거지 도로,37.5157844,126.837203,37.516183,126.838497,37.5159837,126.83785,122.43263905612852,,,,250002686,,,,,
남부순환로80길,주거지 도로,37.5157844,126.837203,37.515589,126.8366071,37.5156867,126.83690505,56.87153738726373,,,,250002686,,,,,
남부순환로80길,주거지 도로,37.515589,126.8366071,37.5157844,126.837203,37.5156867,126.83690505,56.87153738726373,,,,250002686,,,,,
남부순환로82길,주거지 도로,37.515589,126.8366071,37.5154282,126.8373844,37.5155086,126.83699575,83.36482432674251,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.515589,126.8366071,37.516,126.83596,37.5157945,126.83628355,73.11594120201232,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.515824,126.8386584,37.5159637,126.8391425,37.51589385,126.83890045,45.43474951915113,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.515824,126.8386584,37.5155502,126.837777,37.5156871,126.8382177,83.48728051548366,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.5161128,126.8396961,37.5160812,126.8395788,37.516097,126.83963745,10.926043849328227,,,,250002687,,,,,
남부순환로,,37.5161128,126.8396961,37.5150169,126.8401584,37.51556485,126.83992725,128.49932788480913,,,,624211593,,2,True,,
남부순환로82길,주거지 도로,37.5155502,126.837777,37.515824,126.8386584,37.5156871,126.8382177,83.48728051548366,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.5155502,126.837777,37.5154282,126.8373844,37.515489200000005,126.8375807,37.18933400895524,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.5155502,126.837777,37.5154682,126.8388184,37.5155092,126.8382977,121.14108820964408,,,,250002688,,,,,
남부순환로82길,주거지 도로,37.5155997,126.8392903,37.5154682,126.8388184,37.515533950000005,126.83905435,44.11473330104872,,,,250002688,,,,,
남부순환로,주거지 도로,37.5155997,126.8392903,37.5159637,126.8391425,37.515781700000005,126.8392164,42.522421613372344,,,,250002689,,,,,
남부순환로,주거지 도로,37.5155997,126.8392903,37.5138604,126.8400478,37.51473005,126.83966905,204.61651205913537,,,,250002689,,,,,
남부순환로82길,주거지 도로,37.5159637,126.8391425,37.5160812,126.8395788,37.51602245,126.83936065,40.63838348641509,,,,250002687,,,,,
남부순환로82길,주거지 도로,37.5159637,126.8391425,37.515824,126.8386584,37.51589385,126.83890045,45.43474951915113,,,,250002687,,,,,
남부순환로,주거지 도로,37.5159637,126.8391425,37.5155997,126.8392903,37.515781700000005,126.8392164,42.522421613372344,,,,250002689,,,,,
남부순환로86길,주거지 도로,37.5138604,126.8400478,37.5139257,126.8405647,37.51389305,126.84030625,46.165471524077944,,,,109339396,,,,,
남부순환로86길,주거지 도로,37.5138604,126.8400478,37.5127344,126.8400337,37.5132974,126.84004075,144.72828789479564,,,,109339396,,,,,
남부순환로,주거지 도로,37.5138604,126.8400478,37.5155997,126.8392903,37.51473005,126.83966905,204.61651205913537,,,,250002689,,,,,
신정로7길,3차로,37.5093662,126.837134,37.5105616,126.836471,37.5099639,126.8368025,145.21823500427092,,,,520474597,,,,,
신정로5길,주거지 도로,37.5093662,126.837134,37.5068527,126.8351958,37.508109450000006,126.8361649,418.6144700024587,,,,250002693,,,,,
신정로7길,3차로,37.5093662,126.837134,37.507082,126.838254,37.5082241,126.837694,272.7218334770591,,,,"[908414881, 109230759]",,4,,,
신정로5길,주거지 도로,37.5068527,126.8351958,37.5066364,126.8365511,37.50674455,126.83587345,134.66287418286907,,,,250002693,,,,,
신정로5길,주거지 도로,37.5068527,126.8351958,37.5093662,126.837134,37.508109450000006,126.8361649,418.6144700024587,,,,250002693,,,,,
신정로5길,주거지 도로,37.505765,126.8347711,37.5065896,126.8347818,37.5061773,126.83477645,91.71614359769056,,,,250002692,,,,,
신정로5길,주거지 도로,37.5084866,126.8409421,37.5088173,126.8416196,37.50865195,126.84128085,77.80438199822467,,,,1256865274,,,,,
고척로52길,주거지 도로,37.5035319,126.8564305,37.5036569,126.8564655,37.5035944,126.856448,14.238161379512054,,,,465798228,,,,,
고척로52다길,주거지 도로,37.5035319,126.8564305,37.5032648,126.8537609,37.50339835,126.8550957,246.46891170035525,,,,250002697,,,,,
고척로52길,주거지 도로,37.5035319,126.8564305,37.5022587,126.8560735,37.5028953,126.856252,145.03395639251082,,,,465798228,,,,,
고척로52길,주거지 도로,37.5035319,126.8564305,37.5025997,126.8568637,37.5030658,126.8566471,140.54975354554512,,,,"[1330807080, 1331261643]",,1,,,
고척로48길,주거지 도로,37.5032648,126.8537609,37.5031082,126.8538751,37.5031865,126.853818,20.117213383599413,,,,249962194,,,,,
