도로명,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,터널 여부,교량 여부,서비스 도로 여부,도로 ID,속도 제한,차선 수,일방통행 여부,교차로 여부
군자로,주거지 도로,37.5456018,127.0707041,37.5456691,127.0706616,37.54563545,127.07068285,8.369061626962688,,,,37400386,,,,
군자로5길,주거지 도로,37.5456018,127.0707041,37.5454126,127.070374,37.5455072,127.07053905000001,35.91054985795355,,,,381409377,,,,
광나루로16길,주거지 도로,37.5462294,127.0688389,37.5468851,127.0692003,37.54655725,127.0690196,79.56838515241972,,,,381409378,,,,
동일로28길,주거지 도로,37.5462294,127.0688389,37.5460641,127.0693953,37.546146750000005,127.0691171,52.38414423635349,,,,381409373,,,,
동일로28길,주거지 도로,37.5462294,127.0688389,37.5464509,127.068147,37.546340150000006,127.06849295,65.78414642017967,,,,381409373,,,,
동일로30길,주거지 도로,37.547517,127.0695485,37.5474811,127.0703611,37.54749905,127.0699548,71.75063403101795,,,,381409375,,,,
동일로30길,주거지 도로,37.547517,127.0695485,37.5475771,127.0687855,37.54754705,127.069167,67.59782867053774,,,,381409375,,,,
광나루로16길,주거지 도로,37.547517,127.0695485,37.547229,127.0693898,37.547373,127.06946915,34.94711195501015,,,,381409378,,,,
광나루로16길,주거지 도로,37.5468851,127.0692003,37.5471048,127.0693213,37.54699495,127.0692608,26.65707566750467,,,,381409378,,,,
광나루로16길,주거지 도로,37.5468851,127.0692003,37.5462294,127.0688389,37.54655725,127.0690196,79.56838515241972,,,,381409378,,,,
군자로7길,주거지 도로,37.5468851,127.0692003,37.5465677,127.0701674,37.5467264,127.06968385,92.42257014983674,,,,381409379,,,,
군자로,주거지 도로,37.5468478,127.0702213,37.5471441,127.070281,37.546995949999996,127.07025114999999,33.36485110724763,,,,37400386,,,,
능동로17길,주거지 도로,37.5468478,127.0702213,37.5468184,127.0705944,37.5468331,127.07040785000001,33.05515966220386,,,,381409380,,,,
군자로,주거지 도로,37.5468478,127.0702213,37.5465677,127.0701674,37.546707749999996,127.07019435000001,31.517618410948582,,,,37400386,,,,
능동로17길,주거지 도로,37.5467359,127.0715085,37.5468184,127.0705944,37.54677715,127.07105145,81.10905328111572,,,,381409380,,,,
