,구분,시설명,위치,위도,경도
0,어린이집,아르테포레어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
1,어린이집,구립벤처타운어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
2,어린이집,LG광화문어린이집,"37.470747073538384, 127.09135875752855",37.5692752221037,126.97157918099764
3,어린이집,라그란데꿈별어린이집,"37.470747073538384, 127.09135875752855",37.598805389022914,127.05954672518934
4,어린이집,구립 누리봄어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
5,어린이집,구립 자양이스트폴어린이집,"37.470747073538384, 127.09135875752855",37.53465627097424,127.08895500690193
6,어린이집,라그란데은하수어린이집,"37.470747073538384, 127.09135875752855",37.60053885273083,127.06138828290938
7,어린이집,꿈쟁이어린이집,"37.470747073538384, 127.09135875752855",37.59934979749471,127.06908195075104
8,어린이집,구립 해달별어린이집,"37.470747073538384, 127.09135875752855",37.536760825386104,127.09096866050828
9,어린이집,조앤아이어린이집,"37.470747073538384, 127.09135875752855",37.57299329214519,127.074970876628
10,어린이집,구립 스카이포레어린이집,"37.470747073538384, 127.09135875752855",37.571054139736226,126.80573145626812
11,어린이집,구립 꿈비어린이집,"37.470747073538384, 127.09135875752855",37.5477952404963,126.8223742574734
12,어린이집,구립 우리어린이집,"37.470747073538384, 127.09135875752855",37.54861355258349,126.8478466998835
13,어린이집,동그라미어린이집,"37.470747073538384, 127.09135875752855",37.56487702667967,127.06236071755175
14,어린이집,라그란데슬하어린이집,"37.470747073538384, 127.09135875752855",37.600697121158376,127.060233346078
15,어린이집,구립 잘자람어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
16,어린이집,현대참사랑어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
17,어린이집,한국콜마 직장어린이집,"37.470747073538384, 127.09135875752855",37.45319164556586,127.06487861622291
18,어린이집,서울청사푸른빛어린이집,"37.470747073538384, 127.09135875752855",37.57499554246283,126.97514063547618
19,어린이집,별하어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
20,어린이집,자이숲어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
21,어린이집,다온어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
22,어린이집,빛나라어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
23,어린이집,LG전자마곡어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
24,어린이집,포레온키즈어린이집,"37.470747073538384, 127.09135875752855",37.52305305589195,127.14054572844778
25,어린이집,신나는어린이집,"37.470747073538384, 127.09135875752855",37.60373973120958,127.02350430650309
26,어린이집,구립공덕삼성어린이집,"37.470747073538384, 127.09135875752855",37.5462913544836,126.95126785616556
27,어린이집,석관두산어린이집,"37.470747073538384, 127.09135875752855",37.61343947753149,127.06830215427948
28,어린이집,연희성원어린이집,"37.470747073538384, 127.09135875752855",37.57570453871039,126.9372651714583
29,어린이집,구립센트씨엘어린이집,"37.470747073538384, 127.09135875752855",37.49128270951939,126.94575721594852
30,어린이집,구립 서울숲아이파크리버어린이집,"37.470747073538384, 127.09135875752855",37.55072440871975,127.0425391800695
31,어린이집,구립폴라리스어린이집,"37.470747073538384, 127.09135875752855",37.62728553997671,127.01950719357863
32,어린이집,햇살 어린이집,"37.470747073538384, 127.09135875752855",37.54690379366089,127.01742670789176
33,어린이집,작은숲어린이집,"37.470747073538384, 127.09135875752855",37.602143826327435,126.95081244426268
34,어린이집,구립 별마을어린이집,"37.470747073538384, 127.09135875752855",37.60387507721347,126.9079078068281
35,어린이집,구립별하어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
36,어린이집,구립포레온마음어린이집,"37.470747073538384, 127.09135875752855",37.522843889848374,127.1421630093259
37,어린이집,구립 구산하나어린이집,"37.470747073538384, 127.09135875752855",37.6109752933166,126.91445099386146
38,어린이집,구립포레온가온어린이집,"37.470747073538384, 127.09135875752855",37.52662432651329,127.13774115485369
39,어린이집,구립포레온나율어린이집,"37.470747073538384, 127.09135875752855",37.526980252204574,127.14152601618882
40,어린이집,현대강남어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
41,어린이집,구립포레온라별어린이집,"37.470747073538384, 127.09135875752855",37.52120311498654,127.13917914396474
42,어린이집,구립포레온다솜어린이집,"37.470747073538384, 127.09135875752855",37.52178121542998,127.13599299408855
43,어린이집,경남삐아제어린이집,"37.470747073538384, 127.09135875752855",37.63860951841062,127.06247327737267
44,어린이집,서초구립 원펜타스어린이집,"37.470747073538384, 127.09135875752855",37.56647,126.977963
45,어린이집,구립둔촌포레어린이집,"37.470747073538384, 127.09135875752855",37.53206559513915,127.14589143488271
46,어린이집,구립키즈래미안어린이집,"37.470747073538384, 127.09135875752855",37.61440796840131,127.02071573953435
47,어린이집,구립중흥자람어린이집,"37.470747073538384, 127.09135875752855",37.54115080855055,127.12762382689372
48,어린이집,구립천호3동어린이집,"37.470747073538384, 127.09135875752855",37.53998612261742,127.12982260751389
49,어린이집,힐스테이트아이편한세상어린이집,"37.470747073538384, 127.09135875752855",37.48920391672238,127.13333605540784
50,어린이집,삼성영재어린이집,"37.470747073538384, 127.09135875752855",37.582553474749965,127.05547504344928
51,어린이집,신현대어린이집,"37.470747073538384, 127.09135875752855",37.58971304808317,127.0528931609072
52,어린이집,LX세미콘 직장어린이집,"37.470747073538384, 127.09135875752855",37.485284257575955,127.03665646211594
53,어린이집,아이사랑어린이집,"37.470747073538384, 127.09135875752855",37.538953885139286,127.1493785081973
