,시설_구분,시설_이름,시설_위치,위도,경도
0,학교,선화예술중학교,"37.5509798002896, 127.087095159462",37.5509798002896,127.087095159462
1,학교,서울숭신초등학교,"37.5676883077439, 127.028005141452",37.5676883077439,127.028005141452
2,학교,행당중학교,"37.5545540364985, 127.041963387397",37.5545540364985,127.041963387397
3,학교,한양대학교사범대학부속중학교,"37.5619188387132, 127.042324044658",37.5619188387132,127.042324044658
4,학교,자양중학교,"37.5357298982053, 127.074368913785",37.5357298982053,127.074368913785
5,학교,용곡중학교,"37.5658339893237, 127.089275266763",37.5658339893237,127.089275266763
6,학교,옥정중학교,"37.5416703705205, 127.012983234555",37.5416703705205,127.012983234555
7,학교,양진중학교,"37.5449782076528, 127.098714317037",37.5449782076528,127.098714317037
8,학교,신양중학교,"37.5336522682692, 127.063425269386",37.5336522682692,127.063425269386
9,학교,성원중학교,"37.5394518246786, 127.051383529488",37.5394518246786,127.051383529488
10,학교,성수중학교,"37.5473418143935, 127.038253431317",37.5473418143935,127.038253431317
11,학교,무학중학교,"37.557701190017, 127.031992242352",37.557701190017,127.031992242352
12,학교,마장중학교,"37.5683388716972, 127.041605053834",37.5683388716972,127.041605053834
13,학교,대원국제중학교,"37.5624502219725, 127.089376716312",37.5624502219725,127.089376716312
14,학교,동마중학교,"37.5628025060626, 127.040351173206",37.5628025060626,127.040351173206
15,학교,동국대학교사범대학부속여자중학교,"37.5419293578309, 127.086973061678",37.5419293578309,127.086973061678
16,학교,구의중학교,"37.5428503028479, 127.078840375276",37.5428503028479,127.078840375276
17,학교,광희중학교,"37.5511545255411, 127.033980048989",37.5511545255411,127.033980048989
18,학교,광진중학교,"37.5322195901849, 127.090162126057",37.5322195901849,127.090162126057
19,학교,광장중학교,"37.5471775185817, 127.101927589353",37.5471775185817,127.101927589353
20,학교,광양중학교,"37.5308913414973, 127.08616998675",37.5308913414973,127.08616998675
21,학교,광남중학교,"37.5408304051926, 127.101643877784",37.5408304051926,127.101643877784
22,학교,경일중학교,"37.5438083798316, 127.047853796815",37.5438083798316,127.047853796815
23,학교,경수중학교,"37.5395090367488, 127.059271203056",37.5395090367488,127.059271203056
24,학교,건국대학교사범대학부속중학교,"37.5417240729902, 127.081597057268",37.5417240729902,127.081597057268
25,학교,한양초등학교,"37.5576210338606, 127.050263444631",37.5576210338606,127.050263444631
26,학교,세종초등학교,"37.5530110986438, 127.072864629554",37.5530110986438,127.072864629554
27,학교,성동초등학교,"37.5332813682573, 127.089281026795",37.5332813682573,127.089281026795
28,학교,서울행현초등학교,"37.5577089897922, 127.0293680158",37.5577089897922,127.0293680158
29,학교,서울행당초등학교,"37.5570191301189, 127.034873404864",37.5570191301189,127.034873404864
30,학교,서울중마초등학교,"37.5661150659734, 127.080023721804",37.5661150659734,127.080023721804
31,학교,서울중광초등학교,"37.565172983593, 127.082512285004",37.565172983593,127.082512285004
32,학교,서울장안초등학교,"37.549876450253, 127.072402467919",37.549876450253,127.072402467919
33,학교,서울자양초등학교,"37.5368378891148, 127.080107720459",37.5368378891148,127.080107720459
34,학교,서울응봉초등학교,"37.5502533901839, 127.033829695602",37.5502533901839,127.033829695602
35,학교,서울용마초등학교,"37.5578273465317, 127.083527417056",37.5578273465317,127.083527417056
36,학교,서울용답초등학교,"37.5607271218686, 127.053760797077",37.5607271218686,127.053760797077
37,학교,서울용곡초등학교,"37.5671086161443, 127.088452984118",37.5671086161443,127.088452984118
38,학교,서울옥정초등학교,"37.5423097389598, 127.015785478614",37.5423097389598,127.015785478614
39,학교,서울옥수초등학교,"37.5455293912538, 127.021869551034",37.5455293912538,127.021869551034
40,학교,서울양진초등학교,"37.5449782076528, 127.098714317037",37.5449782076528,127.098714317037
41,학교,서울양남초등학교,"37.5311232360546, 127.089234331023",37.5311232360546,127.089234331023
42,학교,서울신자초등학교,"37.5302454529249, 127.075587591515",37.5302454529249,127.075587591515
43,학교,서울신양초등학교,"37.5346820949284, 127.0699952764",37.5346820949284,127.0699952764
44,학교,서울송원초등학교,"37.5541592708709, 127.069526172922",37.5541592708709,127.069526172922
45,학교,서울성자초등학교,"37.531493571169, 127.083408323591",37.531493571169,127.083408323591
