,학교구분,학교명,학교_위치,위도,경도
621,중학교,온곡중학교,"37.660581424498, 127.064332662253",37.660581424498,127.064332662253
622,중학교,염광중학교,"37.6302844506448, 127.049264552091",37.6302844506448,127.049264552091
623,중학교,신창중학교,"37.6285588034653, 127.047477602261",37.6285588034653,127.047477602261
624,중학교,신상중학교,"37.6519030829222, 127.063986916145",37.6519030829222,127.063986916145
625,중학교,신방학중학교,"37.6641404281763, 127.028898968518",37.6641404281763,127.028898968518
626,중학교,신도봉중학교,"37.6495947287047, 127.03324806776",37.6495947287047,127.03324806776
627,중학교,수락중학교,"37.6831446942923, 127.054808336792",37.6831446942923,127.054808336792
628,중학교,선덕중학교,"37.6562750160952, 127.026703057445",37.6562750160952,127.026703057445
629,중학교,상원중학교,"37.6717249831458, 127.059783582989",37.6717249831458,127.059783582989
630,중학교,상명중학교,"37.649540794927, 127.067701313205",37.649540794927,127.067701313205
631,중학교,상계중학교,"37.6526541000987, 127.068552458297",37.6526541000987,127.068552458297
632,중학교,상계제일중학교,"37.6610756041689, 127.078078515184",37.6610756041689,127.078078515184
633,중학교,상경중학교,"37.6671487661533, 127.053705308096",37.6671487661533,127.053705308096
634,중학교,불암중학교,"37.6454697408382, 127.073217164139",37.6454697408382,127.073217164139
635,중학교,북서울중학교,"37.6815704209468, 127.042573542277",37.6815704209468,127.042573542277
636,중학교,백운중학교,"37.6562806786387, 127.035622286787",37.6562806786387,127.035622286787
637,중학교,방학중학교,"37.6654512192487, 127.030859014878",37.6654512192487,127.030859014878
638,중학교,도봉중학교,"37.6708838426227, 127.045871656464",37.6708838426227,127.045871656464
639,중학교,녹천중학교,"37.6310791072444, 127.061742156935",37.6310791072444,127.061742156935
640,중학교,노일중학교,"37.6722888633529, 127.053889693074",37.6722888633529,127.053889693074
641,중학교,노원중학교,"37.6493611386676, 127.059691996616",37.6493611386676,127.059691996616
642,중학교,노곡중학교,"37.6488025057469, 127.053743652903",37.6488025057469,127.053743652903
643,중학교,광운중학교,"37.6192431974844, 127.056540751938",37.6192431974844,127.056540751938
644,중학교,공릉중학교,"37.6221359473952, 127.083501333421",37.6221359473952,127.083501333421
645,초등학교,화랑초등학교,"37.6273815936787, 127.091621159803",37.6273815936787,127.091621159803
646,초등학교,한신초등학교,"37.6533558400471, 127.032427255133",37.6533558400471,127.032427255133
647,초등학교,태강삼육초등학교,"37.643357369067, 127.108850343184",37.643357369067,127.108850343184
648,초등학교,청원초등학교,"37.6652515464657, 127.062532889006",37.6652515464657,127.062532889006
649,초등학교,서울한천초등학교,"37.6207501680548, 127.069258063469",37.6207501680548,127.069258063469
650,초등학교,서울태릉초등학교,"37.622879790197, 127.08478195175",37.622879790197,127.08478195175
